Customer ID,Gender,GivenName,Surname,Age,City,State,StateFull,CountryFull,Segment,Policy Number
19,Male,Will,Macdowell,84,CARRS PENINSULAR,NSW,New South Wales,Australia,Silver,17004138
20,Female,Emma,Skelton,79,COLYTON,NSW,New South Wales,Australia,Platinum,9667764
21,Male,Thomas,Carpenter,68,DURRAS NORTH,NSW,New South Wales,Australia,Silver,75584003
22,Female,Annabelle,Smythe,73,SOUTH TACOMA,NSW,New South Wales,Australia,Platinum,90012444
23,Male,Jesse,Leeson,20,TREGEAR,NSW,New South Wales,Australia,Silver,10665308
26,Male,Connor,Neild,34,EARLWOOD,NSW,New South Wales,Australia,Platinum,12871942
27,Female,Eliza,Gregson,38,POINT CLARE,NSW,New South Wales,Australia,Gold,32155446
30,Male,Rory,Trethowan,77,ROSEWOOD,NSW,New South Wales,Australia,Gold,80379865
31,Female,Lola,Donnelly,38,DEWITT,NSW,New South Wales,Australia,Platinum,64899302
33,Male,Alexander,Malley,21,SCOTIA,NSW,New South Wales,Australia,Silver,90425966
37,Female,Eliza,Eardley-Wilmot,39,MARDI,NSW,New South Wales,Australia,Gold,76422302
39,Female,Chelsea,Degotardi,47,NABIAC,NSW,New South Wales,Australia,Gold,60225946
44,Male,Hugo,Flecker,65,HAMLYN TERRACE,NSW,New South Wales,Australia,Silver,54642094
46,Male,Luca,Hateley,38,ORANGE EAST,NSW,New South Wales,Australia,Silver,48277275
49,Female,Annabelle,Maudsley,21,BOEILL CREEK,NSW,New South Wales,Australia,Gold,84571128
52,Male,Bailey,Mullah,61,PIMLICO,NSW,New South Wales,Australia,Platinum,18361978
59,Male,Jack,Goold-Adams,64,SALTWATER,NSW,New South Wales,Australia,Platinum,77436411
75,Male,Ethan,Kenniff,42,YETMAN,NSW,New South Wales,Australia,Platinum,47228798
78,Female,Natalie,Venables,21,DELEGATE,NSW,New South Wales,Australia,Silver,59046302
81,Female,Gabriella,Girdlestone,79,LAGUNA,NSW,New South Wales,Australia,Silver,5956033
82,Female,Caitlin,Bettington,68,SPICERS CREEK,NSW,New South Wales,Australia,Platinum,91462331
85,Male,Joshua,Macredie,80,BURRUMBUTTOCK,NSW,New South Wales,Australia,Silver,36498462
87,Female,Kaitlyn,Mawson,24,BLIGHTY,NSW,New South Wales,Australia,Gold,88567908
88,Female,Isla,Deschamps,20,MARX HILL,NSW,New South Wales,Australia,Gold,72896975
89,Female,Alana,Gribble,76,COROBIMILLA,NSW,New South Wales,Australia,Gold,85650096
90,Male,Dylan,Garran,36,WONGARBON,NSW,New South Wales,Australia,Silver,51349085
91,Female,Eva,Quilty,54,MYALL PARK,NSW,New South Wales,Australia,Platinum,90202451
93,Male,Oscar,O'Keeffe,68,TURNERS FLAT,NSW,New South Wales,Australia,Gold,14433043
100,Female,Lara,Barney,66,GUNGAL,NSW,New South Wales,Australia,Silver,92752865
102,Female,Victoria,Greaves,33,BELMONT,NSW,New South Wales,Australia,Platinum,33987747
106,Female,Jade,Crace,81,CRANGAN BAY,NSW,New South Wales,Australia,Silver,73456835
107,Male,Daniel,Knox,66,PIGGABEEN,NSW,New South Wales,Australia,Platinum,84767457
108,Female,Savannah,Flierl,47,FRYING PAN,NSW,New South Wales,Australia,Silver,31901720
111,Female,Holly,Peck,44,TORRYBURN,NSW,New South Wales,Australia,Platinum,94633091
115,Female,Alice,O'Neill,59,NARELLAN VALE,NSW,New South Wales,Australia,Silver,61810954
116,Female,Paige,Macfarlane,28,ASHFIELD,NSW,New South Wales,Australia,Gold,55782839
119,Female,Hannah,Ives,59,BURRANGONG,NSW,New South Wales,Australia,Platinum,46620413
121,Female,Tayla,Prell,57,DAPTO,NSW,New South Wales,Australia,Silver,15556454
132,Female,Erin,Waddy,49,BLACK HEAD,NSW,New South Wales,Australia,Platinum,23092790
134,Female,Alyssa,Tilley,72,LIDSTER,NSW,New South Wales,Australia,Platinum,39943087
135,Male,George,Moore,66,YARRAGONG,NSW,New South Wales,Australia,Gold,41265642
138,Female,Charlotte,Solander,19,YARRATT FOREST,NSW,New South Wales,Australia,Platinum,83526368
144,Male,Cody,Edmund,48,MISSINGHAM,NSW,New South Wales,Australia,Platinum,3159546
145,Female,Sienna,Lions,30,TOORMINA,NSW,New South Wales,Australia,Platinum,88449349
146,Male,Alexander,Irwin,36,APPIN,NSW,New South Wales,Australia,Silver,35937389
147,Female,Tayla,Laffer,37,PACKSADDLE,NSW,New South Wales,Australia,Platinum,19441247
153,Male,Logan,Clement,33,BEROWRA HEIGHTS,NSW,New South Wales,Australia,Gold,24826170
155,Female,Emily,Monk,35,PINBEYAN,NSW,New South Wales,Australia,Silver,39642700
158,Female,Maya,Maley,54,COMMISSIONERS CREEK,NSW,New South Wales,Australia,Gold,76965994
162,Male,Hugo,Boyes,54,JERRONG,NSW,New South Wales,Australia,Gold,55157616
164,Male,Kai,Newbery,75,WINGADEE,NSW,New South Wales,Australia,Platinum,72556809
166,Female,Stephanie,McEvilly,51,MOUNT RIVERVIEW,NSW,New South Wales,Australia,Gold,48538925
168,Female,Zara,Pearson,55,O'CONNELL,NSW,New South Wales,Australia,Gold,50817031
169,Female,Bethany,Peyser,61,MARLOW,NSW,New South Wales,Australia,Gold,16836323
171,Female,Alica,Wrixon,70,MULLION CREEK,NSW,New South Wales,Australia,Gold,88126167
175,Male,Jake,Norman,52,BOMBAH POINT,NSW,New South Wales,Australia,Silver,26168099
176,Female,Rebecca,Mordaunt,84,JAUNTER,NSW,New South Wales,Australia,Gold,804961
180,Male,Jordan,Trout,61,MELVILLE,NSW,New South Wales,Australia,Gold,40080423
186,Male,Taj,Coningham,44,KINGS PLAINS,NSW,New South Wales,Australia,Platinum,97640137
188,Female,Charlotte,Chung Gon,50,MINMI,NSW,New South Wales,Australia,Platinum,25021031
191,Male,Sebastian,Nicholas,64,UNANDERRA DC,NSW,New South Wales,Australia,Gold,39495715
196,Male,Jai,Kopsen,56,GULARGAMBONE,NSW,New South Wales,Australia,Platinum,82415154
199,Female,Hayley,Hytten,70,LOFTVILLE,NSW,New South Wales,Australia,Platinum,74840885
207,Male,Joshua,Grandi,79,BOGGABILLA,NSW,New South Wales,Australia,Gold,43293983
210,Female,Lilly,Peel,47,CROUDACE BAY,NSW,New South Wales,Australia,Platinum,32850276
212,Female,Bethany,Leist,28,BENTLEY,NSW,New South Wales,Australia,Silver,90718924
215,Male,Adam,McSharry,72,BURRIER,NSW,New South Wales,Australia,Gold,32269248
216,Female,Ruby,Esson,37,CRINGILA,NSW,New South Wales,Australia,Silver,35410919
217,Female,Ella,Long,52,THIRLMERE,NSW,New South Wales,Australia,Platinum,20716946
219,Male,Aaron,Sinclair-Maclagan,45,MURRAGAMBA,NSW,New South Wales,Australia,Gold,40744509
221,Male,Marcus,Freeling,23,PAYNTERS SIDING,NSW,New South Wales,Australia,Platinum,9677945
223,Female,Eden,Betts,20,DUNDEE,NSW,New South Wales,Australia,Gold,17682060
225,Female,Alexis,Finney,52,EAGLETON,NSW,New South Wales,Australia,Gold,97698815
226,Male,Brock,Fairley,77,GARANGULA,NSW,New South Wales,Australia,Silver,28920170
235,Male,Samuel,Porteous,82,ROOKHURST,NSW,New South Wales,Australia,Gold,40480522
236,Male,Ethan,Coghlan,28,HYDES CREEK,NSW,New South Wales,Australia,Gold,86597605
242,Male,Joel,Sprent,55,WANAARING,NSW,New South Wales,Australia,Platinum,5637733
243,Female,Sophia,Brownbill,43,MAFFRA,NSW,New South Wales,Australia,Gold,684748
244,Female,Sophia,Zimin,73,URANQUINTY,NSW,New South Wales,Australia,Silver,65047878
248,Male,Sam,Swayne,53,MANOBALAI,NSW,New South Wales,Australia,Gold,88785895
255,Female,Lily,Paton,46,KANGAROO CREEK,NSW,New South Wales,Australia,Silver,55375167
267,Male,Charles,O'Leary,47,CEDAR BRUSH CREEK,NSW,New South Wales,Australia,Silver,52361935
268,Male,Ben,O'Bryan,83,WESTMEAD,NSW,New South Wales,Australia,Platinum,97038550
273,Female,Georgia,Hamlet,80,GLENQUARRY,NSW,New South Wales,Australia,Silver,59809467
278,Female,Madison,Springthorpe,68,GUNDILLION,NSW,New South Wales,Australia,Silver,43274276
279,Male,Mitchell,Mauger,66,WIDGIEWA,NSW,New South Wales,Australia,Silver,23236713
282,Female,Mary,Rubeo,28,ORANGE,NSW,New South Wales,Australia,Gold,48123202
290,Male,Benjamin,Penman,42,YELLOW ROCK,NSW,New South Wales,Australia,Platinum,33812279
294,Female,Skye,Schmella,22,SIMPKINS CREEK,NSW,New South Wales,Australia,Platinum,10462042
304,Male,Dominic,Skinner,68,BLUE BAY,NSW,New South Wales,Australia,Silver,63413368
305,Female,Eden,Zahel,47,WALCHA,NSW,New South Wales,Australia,Silver,91136854
312,Male,Max,Weathers,85,WERRIKIMBE,NSW,New South Wales,Australia,Silver,36994344
320,Female,Stephanie,Cocks,81,LEETS VALE,NSW,New South Wales,Australia,Gold,2651069
325,Female,Zara,Moowattin,37,LEIGH,NSW,New South Wales,Australia,Silver,45568489
326,Female,Indiana,Trefl,84,GREGADOO,NSW,New South Wales,Australia,Gold,28032985
327,Male,Luca,Solomon,69,WINTON,NSW,New South Wales,Australia,Platinum,33210182
329,Female,Olivia,Brazier,46,NORTHWOOD,NSW,New South Wales,Australia,Platinum,36126424
337,Female,Sienna,Kitamura,33,WOLGAN VALLEY,NSW,New South Wales,Australia,Silver,89808931
338,Female,Taylah,McLucas,34,BLACKTOWN,NSW,New South Wales,Australia,Silver,55105629
340,Female,Amy,Schaaf,78,PARRAMATTA,NSW,New South Wales,Australia,Gold,81131066
342,Male,Ryder,Bloodsworth,19,FOREST GROVE,NSW,New South Wales,Australia,Gold,24425429
343,Female,Natasha,Robinson,80,BACK CREEK,NSW,New South Wales,Australia,Silver,51382348
351,Male,Riley,Read,64,YEARINAN,NSW,New South Wales,Australia,Gold,38011078
369,Female,Chelsea,Hazon,22,GLENDENNING,NSW,New South Wales,Australia,Platinum,13059025
370,Female,Mary,Marian,26,TINDAREY,NSW,New South Wales,Australia,Silver,49481916
371,Female,Stephanie,McCoy,44,OBLEY,NSW,New South Wales,Australia,Gold,10956208
374,Male,Bailey,Ebden,60,BLUE COW,NSW,New South Wales,Australia,Platinum,97578924
376,Male,Christopher,Money,23,TULLAMORE,NSW,New South Wales,Australia,Silver,36812323
383,Female,Zara,Cotton,36,CULBURRA BEACH,NSW,New South Wales,Australia,Platinum,45415342
385,Female,Katie,Ernest,85,COLEBEE,NSW,New South Wales,Australia,Gold,94707309
386,Female,Mikayla,Estell,58,BOOKER BAY,NSW,New South Wales,Australia,Platinum,84750181
391,Female,Lily,Smythe,70,BERGALIA,NSW,New South Wales,Australia,Silver,57896241
392,Male,Brock,Housley,43,FISHING POINT,NSW,New South Wales,Australia,Gold,70730377
393,Female,Claudia,Sawtell,53,KINGSDENE,NSW,New South Wales,Australia,Silver,6125426
394,Male,Jaxon,Martens,43,QUANDARY,NSW,New South Wales,Australia,Gold,48227009
395,Male,Zachary,Scarfe,36,TABBIMOBLE,NSW,New South Wales,Australia,Platinum,86308184
397,Female,Jasmine,Trugernanner,72,KOORAINGHAT,NSW,New South Wales,Australia,Platinum,79846638
399,Female,Sienna,McGowen,68,NANGAR,NSW,New South Wales,Australia,Gold,73611258
400,Male,Oscar,Tindal,74,PILLIGA,NSW,New South Wales,Australia,Silver,14696479
407,Female,Scarlett,McLeay,22,JOLLY NOSE,NSW,New South Wales,Australia,Platinum,84514444
408,Male,Jake,Batty,29,MABINS WELL,NSW,New South Wales,Australia,Platinum,79953263
413,Female,Caitlin,Dorsch,26,UPPER FINE FLOWER,NSW,New South Wales,Australia,Silver,92072156
416,Male,Zac,Walstab,68,CROOM,NSW,New South Wales,Australia,Platinum,1223055
417,Female,Ava,Givens,55,QUEANBEYAN DC,NSW,New South Wales,Australia,Silver,9884792
418,Male,Andrew,Tovell,19,CEDAR BRUSH CREEK,NSW,New South Wales,Australia,Platinum,1144598
421,Female,Rachel,Rasp,24,PRUNEVALE,NSW,New South Wales,Australia,Silver,25164999
424,Female,Olivia,Homburg,24,QUEENSCLIFF,NSW,New South Wales,Australia,Gold,11472207
425,Male,Koby,Barnard,84,ST IVES CHASE,NSW,New South Wales,Australia,Gold,97856694
426,Female,Matilda,Leggo,66,MOUNT ANNAN,NSW,New South Wales,Australia,Platinum,86818440
428,Female,Milla,Denny,34,BROADWATER,NSW,New South Wales,Australia,Silver,87806611
431,Male,Ashton,Cockerill,33,ALBION PARK,NSW,New South Wales,Australia,Gold,79440308
433,Male,John,Godfrey,25,TIONA,NSW,New South Wales,Australia,Gold,58957713
435,Male,Oscar,Venn,54,WOG WOG,NSW,New South Wales,Australia,Silver,83441797
438,Female,Ruby,Kubary,25,GREENDALE,NSW,New South Wales,Australia,Platinum,12112711
442,Female,Annabelle,Lea,33,TEMAGOG,NSW,New South Wales,Australia,Platinum,58934617
446,Male,Logan,Persse,20,MOORILDA,NSW,New South Wales,Australia,Platinum,86621072
450,Female,Stella,Nibbi,66,MARTHAGUY,NSW,New South Wales,Australia,Gold,32464636
451,Male,Lincoln,Bernays,85,CAREY BAY,NSW,New South Wales,Australia,Gold,7583158
454,Female,Kayla,Etheridge,47,PARMA,NSW,New South Wales,Australia,Silver,29130403
457,Female,Charlotte,Campbell,48,ULTIMO,NSW,New South Wales,Australia,Platinum,20028241
465,Male,Charles,Smithers,53,GEORGES CREEK,NSW,New South Wales,Australia,Silver,15635627
467,Female,Caitlin,Styles,62,MOUNT FROME,NSW,New South Wales,Australia,Platinum,78415715
471,Male,Sean,Puddy,78,YARRAVEL,NSW,New South Wales,Australia,Silver,48874104
476,Female,Isabel,Rembert,70,BUNGABA,NSW,New South Wales,Australia,Platinum,32521691
477,Male,Jai,Meeks,68,NARRAMBLA,NSW,New South Wales,Australia,Platinum,39444603
480,Male,Jamie,Kroemer,29,TWELVE MILE,NSW,New South Wales,Australia,Platinum,13275896
481,Female,Natasha,Rowe,57,ESCHOL,NSW,New South Wales,Australia,Silver,62816998
483,Female,Skye,Macintosh,60,ULTIMO,NSW,New South Wales,Australia,Silver,81138909
486,Female,Charli,Bungaree,54,DUNVILLE LOOP,NSW,New South Wales,Australia,Gold,75471235
490,Male,Nate,Fritzsche,58,SPRINGVALE,NSW,New South Wales,Australia,Gold,40948894
495,Female,Emma,Kirtley,70,MERRYLANDS,NSW,New South Wales,Australia,Silver,30943507
501,Female,Chelsea,Salomons,69,LANSVALE,NSW,New South Wales,Australia,Gold,82034436
505,Female,Gabriella,Mackersey,85,TENTERFIELD,NSW,New South Wales,Australia,Platinum,91135917
508,Female,Eve,McRae,51,CUNDLETOWN,NSW,New South Wales,Australia,Platinum,73495163
510,Male,David,Wreford,38,BRINERVILLE,NSW,New South Wales,Australia,Gold,96931053
512,Female,Mary,Fouch,26,GUILDFORD,NSW,New South Wales,Australia,Gold,83887508
514,Male,Mitchell,Corbett,59,THE ENTRANCE,NSW,New South Wales,Australia,Gold,92392817
515,Female,Isla,Chewings,43,MUMBIL,NSW,New South Wales,Australia,Platinum,75086914
516,Male,Thomas,Lukin,25,WOODHOUSELEE,NSW,New South Wales,Australia,Platinum,27868943
523,Male,Owen,Ligar,52,LACMALAC,NSW,New South Wales,Australia,Silver,66632396
526,Male,Hugo,Hussey,85,TUCKERS ROCK,NSW,New South Wales,Australia,Platinum,85641672
528,Male,Tristan,Ridgeway,62,EAST BALLINA,NSW,New South Wales,Australia,Silver,19409471
531,Male,Nathan,Bauer,26,WINSTON HILLS,NSW,New South Wales,Australia,Silver,62206180
539,Female,Natasha,Bacon,52,TWELVE MILE,NSW,New South Wales,Australia,Gold,9600820
540,Male,Seth,Garrett,31,LANSVALE,NSW,New South Wales,Australia,Gold,54275114
545,Female,Makayla,Shellshear,76,CURL CURL,NSW,New South Wales,Australia,Platinum,35895151
546,Female,Elizabeth,Hilliard,54,NULLO MOUNTAIN,NSW,New South Wales,Australia,Platinum,8201624
550,Male,Ryan,Seton,69,CENTRAL TILBA,NSW,New South Wales,Australia,Gold,92189083
555,Female,Mary,Goodchild,84,WICKHAM,NSW,New South Wales,Australia,Gold,47879133
556,Male,Anthony,Thorn,26,KUNDIBAKH,NSW,New South Wales,Australia,Gold,25550440
557,Female,Savannah,Kyngdon,20,WOOYUNG,NSW,New South Wales,Australia,Gold,38718253
561,Male,Austin,Bluett,38,BUNDEMAR,NSW,New South Wales,Australia,Platinum,25582668
562,Male,Hudson,Colman,33,WOLGAN VALLEY,NSW,New South Wales,Australia,Platinum,21969808
566,Female,Anna,Lillie,35,BAKERS CREEK,NSW,New South Wales,Australia,Platinum,10330113
567,Female,Hannah,Roach,80,WARRAGAI CREEK,NSW,New South Wales,Australia,Platinum,85250389
568,Male,Isaac,Kotai,46,BREAM BEACH,NSW,New South Wales,Australia,Silver,17330419
575,Female,Laura,Goldhar,58,VIEWMONT,NSW,New South Wales,Australia,Gold,12108789
576,Male,Jacob,Mackennal,27,DANGELONG,NSW,New South Wales,Australia,Platinum,25365364
580,Female,Savannah,Mundy,73,EASTLAKES,NSW,New South Wales,Australia,Platinum,41673539
582,Female,Savannah,Hedley,66,BOOLIGAL,NSW,New South Wales,Australia,Platinum,91180828
586,Female,Alicia,Cattanach,74,EAST LINDFIELD,NSW,New South Wales,Australia,Silver,49820646
592,Male,Callum,Sharman,25,CAMIRA CREEK,NSW,New South Wales,Australia,Gold,23142036
597,Male,Sebastian,Alleyne,53,HOBARTVILLE,NSW,New South Wales,Australia,Silver,5152503
599,Female,Kayla,McEncroe,67,YOWRIE,NSW,New South Wales,Australia,Platinum,61806100
601,Female,Sophia,Nairn,56,TUGGERAWONG,NSW,New South Wales,Australia,Platinum,7891758
605,Male,Noah,Monds,49,LOSTOCK,NSW,New South Wales,Australia,Silver,48335931
608,Female,Lily,Felton,58,TIMOR,NSW,New South Wales,Australia,Silver,39959491
614,Female,Milla,Khull,69,BURDETT,NSW,New South Wales,Australia,Gold,42726730
615,Female,Alica,Elizabeth,65,BODANGORA,NSW,New South Wales,Australia,Silver,18062339
616,Female,Alexandra,MacCormick,36,MACQUARIE PASS,NSW,New South Wales,Australia,Silver,6540281
618,Male,Andrew,Pavy,32,PERISHER VALLEY,NSW,New South Wales,Australia,Platinum,49058491
620,Male,Brock,Schuler,51,YARANDALE,NSW,New South Wales,Australia,Platinum,5345468
621,Female,Lola,Salmond,83,CHOWAN CREEK,NSW,New South Wales,Australia,Gold,84147585
623,Male,Max,Tomkinson,45,LAGGAN,NSW,New South Wales,Australia,Gold,53539195
631,Female,Jessica,Teichelmann,62,COBBITTY,NSW,New South Wales,Australia,Silver,60016590
634,Male,Jack,Band,48,KOOBA,NSW,New South Wales,Australia,Gold,91010040
635,Male,Nathan,Tennyson,74,CUMNOCK,NSW,New South Wales,Australia,Gold,69050904
637,Male,Zachary,Spafford,32,JERRAWA,NSW,New South Wales,Australia,Platinum,76933532
640,Female,Natalie,Hagelthorn,83,WEST PENNANT HILLS,NSW,New South Wales,Australia,Silver,53225913
643,Male,Tristan,Wettenhall,42,GERRINGONG,NSW,New South Wales,Australia,Silver,88200222
644,Male,Joshua,Dawson,82,GUILDFORD WEST,NSW,New South Wales,Australia,Gold,88878373
646,Male,Andrew,Biscoe,34,WEELONG,NSW,New South Wales,Australia,Silver,64610611
648,Female,Natalie,Sissons,84,STRATHEDEN,NSW,New South Wales,Australia,Silver,42569977
649,Female,Alexandra,Wilsmore,21,GRANVILLE,NSW,New South Wales,Australia,Platinum,34803042
655,Male,Joel,Halpern,55,ANGOURIE,NSW,New South Wales,Australia,Platinum,89279737
657,Female,Paige,Waddell,54,LILYVALE,NSW,New South Wales,Australia,Platinum,69204774
663,Male,Lucas,Stokes,30,GIDLEY,NSW,New South Wales,Australia,Silver,42867092
668,Female,Georgia,Beaurepaire,63,WOKO,NSW,New South Wales,Australia,Platinum,29235935
